region,date,dis,id,catg,target
306,30/5/2002,63,121712,11,0
104,12/3/2009,69,121716,11,0
307,26/12/2000,62,121717,11,0
101,6/11/2013,60,121718,11,0
306,12/10/2009,63,121719,11,1
307,1/4/2010,62,12172,11,0
304,19/8/1978,62,121720,12,0
309,18/4/1985,62,121725,11,1
312,19/3/2016,63,121731,11,0
107,6/8/2016,69,121732,11,0
101,28/12/2011,60,121733,11,0
311,29/12/1986,63,121734,11,0
101,12/8/2013,60,121736,11,0
310,30/9/1998,62,121737,11,0
301,2/6/2008,62,121738,11,0
105,2/1/2012,69,121739,11,0
301,23/7/2002,62,121743,11,0
103,11/5/2009,69,121744,11,0
107,10/6/2009,69,121748,12,0
104,10/9/1981,69,121749,11,0
103,16/3/2013,69,12175,11,0
301,26/12/2011,62,121757,11,0
104,28/8/2001,69,121759,11,0
107,14/6/2016,69,121760,11,0
301,25/9/2017,62,121763,11,0
107,29/11/2016,69,121765,11,0
311,11/4/1990,63,121766,11,0
311,4/2/2008,63,121767,11,0
303,15/8/2015,62,121769,11,0
101,7/12/2005,60,12177,11,0
311,27/9/2001,63,121772,11,0
107,30/4/2010,69,121776,11,0
101,17/3/2014,60,121778,11,0
307,5/3/2016,62,12178,11,0
302,2/5/2017,62,121787,11,0
303,18/1/2014,62,121789,11,0
104,25/8/2011,69,12179,11,0
101,31/12/1995,60,121793,11,0
303,30/8/2017,62,121794,11,0
101,26/12/2006,60,121797,11,0
107,30/7/1980,69,1218,11,0
306,23/5/2002,63,121800,11,0
107,7/2/2007,69,121802,11,0
302,5/9/2005,62,121806,11,0
312,10/3/2010,63,121814,11,0
101,23/10/1980,60,121815,11,0
311,7/4/2008,63,121816,11,0
101,18/10/2004,60,121817,11,0
311,25/9/1996,63,121818,11,0
301,14/3/1977,62,121819,11,0
103,12/3/2015,69,121821,11,0
101,9/11/1989,60,121828,11,0
312,9/12/2017,63,121829,11,0
106,24/9/1981,69,12183,11,0
304,9/3/1978,62,121830,11,0
103,13/12/2006,69,121831,51,0
301,28/1/2016,62,121834,11,0
303,14/5/2010,62,12184,11,0
101,19/11/2009,60,121846,11,0
104,30/1/2009,69,121847,11,0
306,31/7/1985,63,121849,11,0
303,24/7/2017,62,12185,11,0
303,3/6/2014,62,121853,11,0
101,4/10/1996,60,121854,11,0
104,4/4/2014,69,121856,11,0
303,10/9/2013,62,121857,11,1
307,18/10/2010,62,12186,11,0
307,5/7/2012,62,121861,11,1
101,9/2/2017,60,121862,11,0
306,12/10/2015,63,121866,11,0
101,8/3/2013,60,121867,11,0
379,22/10/2009,63,121870,11,0
101,31/12/1994,60,121873,11,0
304,1/11/2010,62,121875,11,0
101,18/6/2004,60,121877,11,0
104,27/9/2010,69,121879,11,0
303,24/12/2014,62,121880,11,0
105,30/10/1995,69,121884,11,0
301,16/2/2015,62,121890,11,0
101,9/5/2008,60,121893,11,0
311,25/8/2008,63,121894,11,0
312,29/9/2007,63,121896,12,0
303,29/4/2013,62,121898,11,0
104,9/7/2016,69,121903,11,0
306,20/11/2015,63,121905,11,0
103,15/1/2014,69,121906,11,0
104,16/5/2013,69,121911,11,0
301,29/6/2015,62,121912,11,1
305,24/8/2009,62,121913,11,0
301,21/1/2013,62,121914,11,0
301,15/12/2000,62,121917,11,0
306,29/7/1992,63,121921,11,0
301,20/6/1983,62,121926,11,0
104,11/5/1987,69,12193,11,0
104,3/8/2013,69,121930,11,0
308,9/3/2017,63,121931,11,0
304,22/6/2007,62,121932,11,0
101,10/8/1981,60,121934,11,0
101,12/10/2009,60,121938,11,0
303,3/2/2015,62,12194,11,0
302,26/12/2000,62,121940,11,0
305,27/4/2017,62,121942,11,0
103,24/4/2008,69,121945,11,0
101,24/11/1982,60,121947,11,0
107,27/1/2012,69,121948,11,0
304,12/12/1978,62,121949,11,0
306,5/6/1989,63,121952,11,0
305,6/6/2011,62,121953,11,0
101,22/12/2015,63,121955,11,0
310,12/1/2010,62,121959,11,0
107,23/12/1988,69,121960,11,0
101,1/9/2015,60,121961,11,0
309,20/9/1989,62,121962,11,0
304,29/3/2014,62,121964,11,0
309,26/6/1987,62,121965,11,0
306,19/11/2013,63,121967,11,0
101,17/10/2008,60,121969,11,0
104,23/10/1989,69,121970,11,0
301,21/10/2015,62,121971,11,0
101,27/9/1995,60,121972,11,0
101,20/9/2016,60,121973,11,0
101,25/11/1992,60,121975,11,0
302,5/11/1977,62,121976,11,0
371,12/5/2008,62,121984,12,0
107,23/10/2013,69,121986,11,0
379,17/11/2012,63,121989,11,0
303,18/1/2014,62,121991,11,0
306,29/4/2009,63,121994,11,0
303,8/12/2016,62,121996,11,0
101,30/11/2007,60,122,11,0
105,22/5/2009,69,122002,11,0
308,1/8/2009,62,122005,11,0
101,17/11/2014,60,122006,11,1
104,13/4/2015,69,122010,11,0
303,8/12/2011,62,122014,11,0
101,21/7/2009,60,122016,11,0
372,27/10/1989,63,122017,11,0
103,21/6/1989,69,122025,11,1
306,12/12/2017,63,122026,11,0
311,13/9/2017,63,122028,11,0
371,29/9/2008,62,122030,11,0
101,7/6/2013,60,122037,12,0
101,11/2/2010,60,122038,11,0
301,12/12/1991,62,12204,11,0
301,29/1/2010,62,122043,11,0
101,10/1/2013,60,122046,11,0
306,17/4/2008,63,122047,11,0
302,21/10/2015,62,122048,11,0
309,8/11/2008,62,12205,11,0
301,13/2/2018,62,122053,11,0
101,8/3/2012,60,122058,11,0
313,5/12/1991,63,122067,11,0
305,11/5/2009,62,122069,11,0
101,22/3/1979,60,122070,11,0
301,30/11/2004,62,122071,11,0
104,6/9/2017,69,122072,11,0
310,28/6/1988,62,122075,11,0
311,23/6/2006,63,122077,11,0
307,30/6/2003,62,122078,11,0
104,3/11/2009,69,122079,11,0
105,18/7/1985,69,122080,11,0
303,22/3/2011,62,122082,11,0
301,31/10/2003,62,122087,11,0
306,18/8/1997,63,12209,11,0
311,18/12/2003,63,122091,11,0
371,27/5/2011,62,122093,11,0
101,27/9/2001,60,122098,11,0
104,7/1/2016,69,122099,12,0
301,18/12/2015,62,122102,11,0
104,3/12/2011,69,122106,11,0
311,20/1/2012,63,122107,11,0
101,6/7/2009,63,122110,11,0
301,7/3/2017,62,122113,11,0
302,15/7/2008,62,122119,11,0
311,5/12/1991,63,122121,11,0
307,3/5/2011,62,122122,11,0
101,29/11/1995,60,122125,11,0
107,27/10/1980,69,122126,11,0
312,13/7/2012,63,122127,11,0
371,23/11/1988,62,122128,11,0
104,4/4/2002,69,12213,51,0
101,12/10/2016,60,122130,11,0
101,28/2/1983,60,122132,11,0
104,21/6/2010,69,122133,11,0
103,27/4/2004,69,122135,11,0
309,6/12/2016,62,122136,11,0
313,11/9/2013,63,12214,11,0
101,28/11/1991,60,122141,11,0
101,12/3/2009,60,122142,11,0
303,30/4/1981,62,12215,11,0
103,22/12/2015,69,122150,11,0
107,10/10/2000,69,122152,11,0
104,28/11/2015,69,122153,11,0
302,1/3/2007,62,122156,11,0
107,13/10/2015,69,122157,11,0
309,30/9/1983,62,122159,11,0
303,29/3/1985,62,12216,11,0
311,3/11/2015,63,122160,11,0
104,10/4/2002,69,122161,11,0
309,25/3/2014,62,122162,11,0
303,22/9/2008,62,122165,11,0
101,31/3/2014,60,122166,11,0
101,22/6/2000,63,122178,11,0
303,17/7/2013,62,122179,11,0
101,30/7/2009,60,12218,11,0
104,11/3/1997,69,122180,11,0
101,5/2/2009,60,122184,11,0
104,26/7/2013,69,122186,11,0
103,17/5/2012,69,122189,11,0
306,4/2/2016,63,12219,11,0
301,19/5/1993,62,122190,11,0
310,6/11/2015,62,122191,11,0
107,24/12/2016,69,122192,11,0
307,19/3/2015,62,122195,11,0
301,10/10/2011,62,122199,11,0
104,20/2/2007,69,1222,11,0
311,21/1/2015,63,122202,11,0
301,13/9/2011,62,122206,11,0
101,29/2/2008,60,122208,11,0
306,22/4/2014,63,122212,51,0
306,26/8/2017,63,122220,11,0
101,26/12/2007,60,122221,11,0
104,3/9/2014,69,122226,11,0
101,8/10/2009,63,122227,11,0
301,22/2/2006,62,122228,12,0
104,23/12/2014,69,122229,11,0
305,19/9/2012,62,12223,11,0
309,8/5/1984,62,122230,11,0
311,12/2/2009,63,122232,11,0
309,15/1/2016,62,122233,11,0
107,19/4/2014,69,122235,11,0
101,25/11/2009,60,12224,11,0
101,14/12/2009,60,122240,11,0
302,26/9/2016,62,122243,11,0
302,15/3/1993,62,122244,11,0
313,22/7/2014,63,122246,11,0
311,2/7/2012,63,122252,11,0
103,19/10/2012,69,122253,11,0
103,15/5/2013,69,122258,11,0
104,3/12/2011,69,122259,11,0
104,10/11/2011,69,122261,11,0
306,10/12/2007,63,122265,11,0
104,22/1/2008,69,122266,11,0
101,7/6/2010,60,122270,11,0
101,8/7/2015,63,122277,11,0
101,17/1/2008,60,122278,11,0
301,14/9/2015,62,122279,11,0
107,10/10/2000,69,12228,11,0
101,21/6/1982,60,122281,11,0
107,18/2/2010,69,122283,11,0
301,5/9/2008,62,12229,11,0
101,10/3/2009,60,122293,11,0
104,30/9/1998,69,122295,11,0
101,1/6/2006,60,122299,11,0
306,26/12/2014,63,122304,11,0
101,28/4/2003,60,122306,11,0
303,9/6/2016,62,122307,11,0
101,26/10/2010,60,122308,11,1
101,13/12/1994,60,12231,11,0
301,17/9/2004,62,122311,11,0
101,4/7/1978,60,122313,11,0
303,29/12/2015,62,122315,11,0
303,20/6/2005,62,122322,11,0
312,4/6/1985,63,122325,11,0
311,16/12/1997,63,122326,11,0
101,13/5/2008,60,122327,11,0
103,20/11/2015,69,12233,11,0
101,17/4/2008,60,122333,11,0
310,14/12/2016,62,122336,11,0
311,27/9/2016,63,122337,11,0
371,19/4/2005,62,122341,11,0
301,25/1/2002,62,122346,11,0
302,21/9/2011,62,122348,11,0
104,29/12/2010,69,122352,11,0
312,16/11/2013,63,122353,11,0
306,10/12/2016,63,122354,11,0
310,26/8/2017,62,122355,11,0
306,23/10/2014,63,122362,11,0
104,21/7/2006,69,122364,11,0
302,7/10/2009,62,122367,11,0
104,2/7/2015,69,12237,11,0
303,24/6/1998,62,122373,11,0
101,10/11/2014,60,12238,11,0
311,19/11/2013,63,122381,11,0
104,8/7/2014,69,122382,11,0
307,22/1/2014,62,122384,11,0
101,7/6/2010,60,122386,11,0
101,21/6/2002,60,122390,11,0
107,16/12/2015,69,122392,11,0
107,1/11/2013,69,122394,11,0
101,23/3/2004,60,122395,11,0
301,11/5/2001,62,122398,11,0
104,20/11/2015,69,1224,11,0
101,7/12/2008,60,12240,11,0
306,6/1/2018,63,122406,11,0
101,17/8/2012,60,122409,11,0
301,16/4/2015,62,12241,11,0
101,29/11/1977,60,122415,11,0
312,25/2/2016,63,122417,11,0
101,11/2/2008,60,12242,11,0
303,2/7/2007,62,122421,11,0
307,10/4/2014,62,122423,11,0
301,29/7/2009,62,122425,11,0
311,6/9/2014,63,122429,11,0
104,19/9/1988,69,122430,11,0
107,24/6/2005,69,122431,11,0
104,16/4/2014,69,122433,11,0
307,24/7/2008,62,122437,11,0
101,19/7/2000,60,122439,11,1
307,27/4/2012,62,122441,11,0
101,11/10/1996,60,122442,11,0
306,5/12/2016,63,122444,11,0
104,22/10/1977,69,122446,11,0
303,17/11/2004,62,122452,11,0
104,25/12/2007,69,122455,11,0
101,2/8/2013,60,122463,11,0
107,31/1/2002,69,122464,11,0
309,26/9/2016,62,122466,11,0
101,11/1/2008,60,12247,11,0
104,14/12/2016,69,122471,11,0
304,30/5/1986,62,122472,11,0
104,24/7/1992,69,122474,11,0
101,2/11/2016,60,122478,11,0
311,15/2/2016,63,122479,11,0
309,25/6/2008,62,12248,11,0
301,21/10/2015,62,122481,11,0
312,26/9/2006,63,122483,11,0
311,21/11/1990,63,122484,11,0
101,1/10/2013,60,122488,11,0
307,6/11/2008,62,122490,11,0
312,3/1/1978,63,122493,11,0
104,23/2/2013,69,12250,11,0
311,29/8/2016,63,122500,11,0
104,17/3/2008,69,122501,11,0
302,31/3/2014,62,122502,11,0
301,30/9/1999,62,122508,11,1
371,31/12/2007,62,122509,11,0
306,19/4/2014,63,122510,11,0
313,24/12/2009,63,122512,11,0
310,6/1/2011,62,122518,11,0
306,30/9/2015,63,122519,11,0
307,27/1/2012,62,122521,11,0
304,28/3/1988,62,122525,11,0
301,31/10/2016,62,122526,11,0
310,22/4/2013,62,122527,11,0
307,17/8/1993,62,122528,11,0
312,20/11/2017,63,122530,11,0
101,16/6/2008,60,122531,11,0
306,5/3/2015,63,122533,11,0
302,17/11/2004,62,122534,11,0
311,10/8/2017,63,122535,11,0
301,15/9/1983,62,122536,11,0
304,18/11/2016,62,122537,12,0
305,8/8/2015,62,122539,11,0
101,25/11/2013,60,122540,11,0
103,29/9/1999,69,122541,11,0
310,4/5/2011,62,122546,11,0
302,11/5/2015,62,122552,11,0
312,7/12/2013,63,122556,11,0
101,7/5/2014,60,12256,11,0
101,5/2/2014,60,122561,11,0
103,24/9/2016,69,122566,11,0
302,5/12/2015,62,122577,11,0
304,6/7/2017,62,122579,11,0
105,5/5/2011,69,122582,11,0
311,22/7/2017,63,122583,11,0
104,24/4/2017,69,122585,11,0
309,10/4/2008,62,122586,11,0
107,6/7/1999,69,122589,11,0
306,15/7/1992,63,12259,11,0
306,25/2/2003,63,122599,11,0
311,25/10/2012,63,12260,11,0
107,18/3/2016,69,122603,11,0
104,24/2/2010,69,122605,11,0
104,24/12/2014,69,122607,11,0
311,9/11/2010,63,12261,11,0
310,17/10/1995,62,122610,11,0
303,26/12/1993,62,122612,11,0
101,7/12/2008,60,122616,11,0
311,25/8/2016,63,122617,11,0
307,26/9/2011,62,122620,11,0
309,24/11/1997,62,122621,11,0
101,10/12/2009,60,122629,11,1
311,20/1/1993,63,122633,11,0
303,22/10/2013,62,122638,11,0
104,20/7/2012,69,122639,11,0
101,8/12/2003,60,12264,11,0
103,9/12/1981,69,122640,11,0
304,22/5/2007,62,122643,11,0
303,25/9/1996,62,122644,11,0
371,22/5/2010,62,122647,11,0
101,9/8/2010,60,122648,11,1
308,11/11/2010,63,12265,11,0
306,30/3/1990,63,122651,11,0
101,11/3/1978,60,122652,11,0
101,9/11/2006,60,122656,11,0
399,17/11/2017,63,122657,11,0
304,29/6/1981,62,122660,11,0
307,24/10/2011,62,122662,11,0
107,17/12/2012,69,122669,11,0
306,18/2/2016,63,12267,11,0
301,7/6/1983,62,122670,11,0
103,15/9/2017,69,122673,11,0
306,29/6/2018,63,122676,11,0
103,23/5/1995,69,122678,11,0
105,8/7/2013,69,122680,11,0
103,24/4/1982,69,122683,11,0
304,4/10/2007,62,122684,11,0
313,23/8/2013,63,122687,11,0
101,18/7/2014,60,122688,11,0
101,19/5/1987,60,122689,11,0
311,23/11/2011,63,122696,11,0
101,30/10/1985,60,122697,11,0
104,5/5/2014,69,122699,11,0
302,18/8/1997,62,122702,11,0
101,20/10/2017,60,122704,11,0
311,30/9/2016,63,122708,11,0
104,22/11/2013,69,122712,11,0
103,14/5/2009,69,122713,11,0
303,5/10/1989,62,122715,11,0
312,23/3/2011,63,122717,11,0
301,8/5/1985,62,12272,11,0
313,7/10/2011,63,122723,11,0
306,30/6/2012,63,122724,11,0
371,13/3/1996,62,122727,11,1
307,30/3/2012,62,122728,11,0
311,25/12/2017,63,122729,11,0
101,27/3/2013,60,122730,11,0
101,19/11/2008,60,122731,11,0
312,26/1/2017,63,122734,11,0
101,1/10/2009,60,122739,11,0
303,27/10/1982,62,122740,11,0
103,15/1/2014,69,122748,11,0
303,7/11/2017,62,122753,11,0
104,4/3/2013,69,122758,11,0
101,9/2/2010,60,122759,11,0
302,29/3/1983,62,12276,11,0
105,11/1/2008,69,122762,11,0
104,24/11/2014,69,122764,11,0
310,17/2/2015,62,122767,11,0
310,28/3/2016,62,122769,11,0
371,16/5/1994,62,12277,11,0
101,11/12/2015,60,122774,11,0
301,5/4/2010,62,122775,11,0
101,13/5/2010,60,122778,11,0
104,27/1/2014,69,122779,11,0
107,16/12/1996,69,122780,11,0
101,3/2/2009,60,122781,11,0
104,24/11/2015,69,122782,11,0
307,28/11/2006,62,122784,11,0
101,3/3/2017,63,122785,11,0
303,23/6/1993,62,122786,11,0
310,27/7/2005,62,122787,11,0
104,15/12/1998,69,122789,11,0
104,6/9/2011,69,12279,11,1
311,20/10/2012,63,122793,11,0
306,29/4/2010,63,122799,11,0
311,21/5/2002,63,12280,11,0
104,28/5/2014,69,122801,11,0
105,4/3/2008,69,122802,11,0
311,21/8/2007,63,122803,11,0
301,5/10/1982,62,122805,11,0
307,23/8/2011,62,122807,11,0
310,23/8/2014,62,122808,11,0
371,20/5/1988,62,122809,11,0
101,19/3/2010,60,122812,11,0
311,7/4/2014,63,122813,11,0
104,25/3/2011,69,122815,11,0
107,13/3/2003,69,122818,11,0
104,19/9/2016,69,122819,11,0
312,19/10/1990,63,12282,11,0
306,29/12/1989,63,122820,11,0
306,15/7/1985,63,122822,11,0
101,16/4/2008,60,122825,11,0
309,28/12/2016,62,122830,11,0
311,25/1/2016,63,122831,11,0
302,13/9/2010,62,122832,11,0
107,10/10/2012,69,122836,11,0
101,28/3/1979,60,122844,11,0
107,18/10/1995,69,122845,11,0
307,28/6/2005,62,122846,11,1
308,21/12/1977,63,12285,11,0
305,5/5/2016,62,122853,11,0
101,4/3/1982,60,122856,11,0
310,5/2/2010,62,122857,11,0
307,11/5/2016,62,122858,11,0
311,19/5/2017,63,122860,11,0
104,7/10/1992,69,122861,11,0
105,8/12/2014,69,122863,11,0
305,5/2/2015,62,122864,11,0
302,5/10/2004,62,122866,11,0
107,22/4/2014,69,122867,11,0
103,3/12/2014,69,122873,11,0
312,9/9/2016,63,122874,11,0
107,8/3/2013,69,122883,11,0
103,27/5/1998,69,122884,11,0
107,12/8/2003,69,122889,11,0
104,19/3/2016,69,122892,11,0
399,12/8/1988,63,122893,11,0
301,14/9/2015,62,122899,11,0
104,9/9/2015,69,122902,11,0
301,26/11/1987,62,122903,11,0
106,10/11/1993,69,122908,11,0
304,29/3/1978,62,12291,11,0
107,2/1/2015,69,122913,11,0
101,30/12/1978,60,122916,11,0
301,8/10/2013,62,122917,11,0
307,21/9/2011,62,122918,11,0
303,30/3/2010,62,122919,11,0
104,28/6/2013,69,122920,11,0
301,14/10/1985,62,122921,11,0
104,13/7/2017,69,122923,11,0
101,5/8/2011,60,122931,11,0
306,8/2/2006,63,122933,11,0
304,4/6/2015,62,122934,11,0
301,6/6/2007,62,122939,11,0
104,20/11/2015,69,12294,11,0
104,3/7/2014,69,122940,11,0
107,25/3/2013,69,12296,11,0
101,1/10/2013,60,122961,11,0
104,18/2/2017,69,122965,11,0
310,11/11/1991,62,122968,11,0
304,20/9/1988,62,122970,11,0
107,29/8/2003,69,122972,11,0
101,15/2/2008,60,122974,11,0
306,8/11/2012,63,122975,11,0
311,4/5/2011,63,12298,11,1
301,29/9/2006,62,122980,11,0
104,8/6/1988,69,122982,11,1
312,17/3/2014,63,122994,11,0
101,19/2/2013,60,122995,11,0
307,4/3/2016,62,122996,11,0
107,27/6/2006,69,123003,11,0
101,6/12/1988,60,123007,11,0
372,4/9/2014,63,12301,11,0
103,19/9/2011,69,123016,11,0
312,11/5/2017,63,123018,11,0
306,7/5/1990,63,12302,11,0
312,31/1/2008,63,123021,11,0
302,12/5/2011,62,123022,11,0
310,30/12/1995,62,123026,11,0
104,3/3/2015,69,123027,11,1
304,26/9/2003,62,123031,11,0
101,1/2/2010,60,123032,11,0
307,24/4/2017,62,123034,11,0
312,31/7/2007,63,123040,11,0
311,11/4/2011,63,123041,11,0
101,24/12/2012,60,123044,11,0
104,8/10/2016,69,123045,11,0
307,21/4/2016,62,123047,11,0
101,16/8/2013,60,123048,11,0
104,23/10/2001,69,123049,11,0
104,29/6/2015,69,123054,11,0
101,31/8/2016,60,123055,11,0
310,10/10/2012,62,123057,11,0
307,14/2/2015,62,123058,11,0
103,3/5/2010,69,123059,11,0
104,23/4/1981,69,12306,51,0
301,24/11/2016,62,123060,11,0
303,30/11/2006,62,123061,11,0
312,15/9/2012,63,123064,11,0
101,14/8/2010,60,123066,11,0
302,5/10/2004,62,123068,11,0
101,28/11/2006,60,123069,11,0
107,22/4/1999,69,123073,11,0
310,19/9/2006,62,123074,11,0
312,13/11/2013,63,123076,11,0
307,20/6/2005,62,123077,11,0
104,17/3/2012,69,123078,11,0
310,7/1/2017,62,123081,11,0
101,11/1/2010,60,123087,11,0
302,5/3/2011,62,123089,11,0
101,27/9/2010,60,123090,11,0
312,20/1/2015,63,123091,11,0
101,5/9/2016,60,123093,11,0
312,28/4/2017,63,123095,11,0
103,2/4/2010,69,123096,11,0
310,19/11/2002,62,123098,11,0
104,29/8/2000,69,123099,11,0
305,20/10/2015,62,1231,11,0
101,1/11/1982,60,123100,11,1
106,16/11/2015,69,123102,11,0
104,23/12/2011,69,123109,11,0
101,26/3/1980,60,123110,11,0
303,7/6/2017,62,123112,11,0
104,26/8/1996,69,123117,11,0
107,20/12/2011,69,123119,11,0
301,20/6/2015,62,12312,11,0
101,5/1/1980,60,123124,11,0
101,19/6/2018,60,123126,11,0
311,9/12/2010,63,123132,12,0
107,31/3/1992,69,123133,11,0
104,20/8/2014,69,123135,11,0
101,28/4/2010,60,123136,11,0
302,24/11/1982,62,12314,11,0
104,6/1/2011,69,123143,11,0
301,18/4/1983,62,123144,11,0
105,16/9/2003,69,123145,11,0
101,25/6/2007,60,123148,11,0
307,23/7/2007,62,123151,11,0
101,15/12/2009,60,123152,11,0
101,15/4/1997,60,123153,11,0
101,5/1/1980,60,123156,11,0
104,31/7/2001,69,123157,11,0
101,1/9/1980,60,123158,11,0
101,26/9/2008,60,12316,11,0
307,27/5/1997,62,123160,11,0
303,2/3/2013,62,123162,11,0
104,25/5/2012,69,123163,11,1
101,14/3/2017,60,123165,11,0
101,5/6/1998,60,123169,11,0
107,19/11/2015,69,123170,11,0
101,8/2/1980,60,123176,11,0
101,11/3/2010,60,123177,11,0
303,26/4/2005,62,123178,11,0
104,12/9/2003,69,12318,11,0
101,12/7/1999,60,123182,11,0
104,24/11/2017,69,123185,11,0
309,21/11/2017,62,123186,11,0
105,22/12/2016,69,123187,11,0
107,18/11/2015,69,123189,11,0
311,4/4/2012,63,12319,11,0
302,1/10/2016,62,123190,11,0
105,11/1/2008,69,123192,11,0
311,30/9/2016,63,123196,11,0
302,13/10/2010,62,123197,11,0
307,9/4/2009,62,123198,11,0
101,25/10/2001,60,123206,11,0
307,23/1/2014,62,12321,11,0
309,18/11/2009,62,123210,11,0
103,17/6/2016,69,123216,11,0
301,23/11/2011,62,123221,11,0
101,6/3/2014,60,123224,51,0
107,4/12/1989,69,12323,11,0
371,29/12/2003,62,123231,11,0
103,26/2/2015,69,123232,11,0
379,16/12/2013,63,123234,11,0
313,3/5/1991,63,123236,11,0
303,16/11/1994,62,123242,11,0
302,15/4/2009,62,123244,11,0
101,3/6/1982,60,123251,11,0
307,16/9/1987,62,123252,11,0
307,16/9/1986,62,123261,11,0
103,4/12/2015,69,123264,11,0
103,29/6/1994,69,123265,11,0
312,5/1/2012,63,123266,11,0
104,4/7/2013,69,123269,11,0
301,7/7/2007,62,12327,11,0
311,17/11/2017,63,123270,11,0
310,23/4/2011,62,123272,11,0
311,16/7/2015,63,123279,11,0
312,13/10/2011,63,12328,11,0
101,16/8/2006,60,123281,11,0
306,19/4/2014,63,123286,11,0
311,15/4/2013,63,123289,11,0
103,16/7/2014,69,12329,12,0
107,26/2/1987,69,123292,11,0
101,22/12/2016,60,123294,11,0
312,30/8/2014,63,123296,11,0
399,26/10/1982,63,123298,11,0
311,27/4/2010,63,1233,11,0
311,19/10/2017,63,12330,11,0
309,28/8/2007,62,123300,11,1
305,29/3/2014,62,123301,11,0
101,27/7/2015,60,123308,11,0
106,23/8/2012,69,12331,11,0
104,17/4/2015,69,123312,11,0
301,16/7/1999,62,123314,12,0
104,13/9/1994,69,123316,11,0
104,27/11/1991,69,123322,11,0
305,6/3/2017,62,123327,11,0
101,20/5/1992,60,123329,11,0
107,22/5/2012,69,123331,11,1
303,14/3/2018,62,123332,51,0
101,24/2/2012,60,123333,11,0
301,31/12/1983,62,123338,11,0
303,6/10/2010,62,123339,11,0
307,12/10/2004,62,12334,11,0
107,28/10/2013,69,123340,11,0
107,17/12/2009,69,123341,11,0
302,31/8/2005,62,123344,11,0
107,13/7/2011,69,123346,11,0
107,9/5/2000,69,123347,11,0
304,19/6/2012,62,123348,11,0
107,13/1/1979,69,123350,11,0
304,16/9/1993,62,123353,11,0
104,25/1/1999,69,123356,11,0
301,4/12/1992,62,123359,11,0
371,22/11/2010,62,12336,11,0
107,11/7/2013,69,123361,11,1
101,3/6/1982,60,123364,11,0
307,10/3/2007,62,123366,11,0
312,24/10/2016,63,123368,11,0
312,12/5/2012,63,123376,11,0
301,24/4/2008,62,123379,11,0
309,10/5/2013,62,123387,11,0
312,6/11/2014,63,123391,11,0
303,27/1/2014,62,123392,11,0
304,23/5/1989,62,123393,11,0
312,15/2/2016,63,123394,11,0
304,13/12/2016,62,123396,11,0
311,16/11/2013,63,123397,11,0
101,20/12/2012,60,123398,11,0
302,30/12/1988,62,12340,11,0
304,17/3/2010,62,123402,11,0
101,19/3/1984,60,123403,11,0
103,19/6/2012,69,123406,11,0
101,22/3/2011,60,123407,11,0
101,13/11/1986,60,123411,11,0
306,17/10/2014,63,123412,11,0
302,28/5/2014,62,123415,11,0
101,5/7/2013,60,123419,11,0
312,10/12/2011,63,12342,11,0
312,31/12/1990,63,123423,11,0
310,28/12/1986,62,123424,11,0
104,29/7/2013,69,123428,11,0
101,19/3/2008,60,12344,12,0
103,13/12/2016,69,123441,11,0
301,7/11/2012,62,123443,11,0
101,27/9/1977,60,123444,11,1
311,28/8/1989,63,123446,11,0
101,25/12/2006,60,123449,11,0
301,23/9/2016,62,123450,11,0
301,13/6/1990,62,123451,11,0
103,12/10/2015,69,123453,11,0
313,30/11/2009,63,123454,11,0
101,3/1/2011,60,123457,11,0
107,10/11/1989,69,123459,11,0
301,8/6/2015,62,123460,11,0
301,26/7/1979,62,123462,11,0
311,30/11/2013,63,123463,11,0
101,8/4/2014,60,123464,11,0
107,31/12/1999,69,123468,11,0
311,7/4/1995,63,12347,11,0
312,26/8/2009,63,123471,11,0
107,19/11/2010,69,123473,11,0
101,7/7/1995,60,123474,11,0
101,16/2/2010,60,123475,11,0
101,3/3/2016,60,123480,11,0
104,18/2/2015,69,123483,11,0
104,18/7/2013,69,123485,11,1
103,11/12/2014,69,123490,11,0
312,6/9/2000,63,123492,11,0
301,10/6/1983,62,123495,12,0
107,14/11/2000,69,123497,11,0
307,17/2/2017,62,123498,11,0
302,14/11/2013,62,123499,11,0
306,11/6/1979,63,1235,11,0
107,22/12/2016,69,12350,11,0
311,25/6/1993,63,123500,11,0
104,24/11/2015,69,123503,11,0
101,14/5/2012,60,123505,11,1
103,28/4/1986,69,123508,11,0
302,18/11/2008,62,123509,11,0
107,1/8/2013,69,12351,11,1
101,7/4/1981,60,123515,11,0
103,19/7/2013,69,123519,11,1
107,3/11/2016,69,123524,11,0
101,13/5/2014,60,123528,11,0
303,9/11/2007,62,123531,11,0
104,14/12/2016,69,123532,11,0
101,25/1/2010,60,123533,11,0
104,28/10/2005,69,123536,11,0
301,1/9/2015,62,123537,11,0
311,31/3/2015,63,123539,11,0
302,1/9/2012,62,123540,11,0
101,1/11/2013,60,123543,11,0
311,13/12/2017,63,123547,11,0
101,7/2/2010,60,123548,11,0
107,3/11/2017,69,123551,11,0
310,28/6/1988,62,123553,11,0
101,12/12/1978,60,123558,11,0
101,4/2/2009,60,123562,11,0
101,28/12/2015,60,123563,51,0
101,19/8/1980,60,123566,11,0
101,30/8/2016,60,123568,11,0
312,19/4/2017,63,123573,11,0
